hskLevel,hanzi,pinyin,definition
5,蜡烛,là zhú,candle
5,来自,lái zì,to come from (a place)
5,拦,lán,to cut off
5,烂,làn,soft
5,狼,láng,wolf
5,劳动,láo dòng,work
5,劳驾,láo jià,excuse me
5,老百姓,lǎo bǎi xìng,ordinary people
5,老板,lǎo bǎn,boss
5,老实,lǎo shí,honest
5,老鼠,lǎo shǔ,rat
5,姥姥,lǎo lao,(informal) mother's mother
5,乐观,lè guān,optimistic
5,雷,léi,thunder
5,类,lèi,kind
5,梨,lí,pear
5,离婚,lí hūn,to divorce
5,厘米,lí mǐ,centimeter
5,礼拜天,lǐ bài tiān,Sunday
5,理论,lǐ lùn,theory
5,理由,lǐ yóu,reason
5,粒,lì,grain
5,立方,lì fāng,cube
5,立即,lì jí,immediately
5,立刻,lì kè,forthwith
5,力量,lì liang,power
5,利润,lì rùn,profits
5,利息,lì xī,interest (on a loan)
5,利益,lì yì,benefit
5,利用,lì yòng,exploit
5,连忙,lián máng,promptly
5,连续剧,lián xù jù,serialized drama
5,联合,lián hé,to combine
5,恋爱,liàn ài,(romantic) love
5,良好,liáng hǎo,good
5,粮食,liáng shi,foodstuff
5,了不起,liǎo bu qǐ,amazing
5,临时,lín shí,at the instant sth happens
5,铃,líng,(small) bell
5,零件,líng jiàn,part
5,零钱,líng qián,change (of money)
5,零食,líng shí,between-meal nibbles
5,灵活,líng huó,flexible
5,领导,lǐng dǎo,lead
5,领域,lǐng yù,domain
5,流传,liú chuán,to spread
5,浏览,liú lǎn,to skim over
5,龙,lóng,dragon
5,漏,lòu,to leak
5,露,lù,dew
5,陆地,lù dì,dry land (as opposed to the sea)
5,陆续,lù xù,in turn
5,录取,lù qǔ,to recruit
5,录音,lù yīn,to record (sound)
5,轮流,lún liú,to alternate
5,论文,lùn wén,paper
5,逻辑,luó ji,logic (loanword)
5,落后,luò hòu,to fall behind
5,骂,mà,to scold
5,麦克风,mài kè fēng,microphone (loanword)
5,馒头,mán tou,steamed roll
5,满足,mǎn zú,to satisfy
5,毛,máo,hair
5,毛病,máo bìng,fault
5,矛盾,máo dùn,contradictory
5,冒险,mào xiǎn,to take risks
5,贸易,mào yì,(commercial) trade
5,眉毛,méi mao,eyebrow
5,煤炭,méi tàn,coal
5,美术,měi shù,art
5,魅力,mèi lì,charm
5,迷路,mí lù,to lose the way
5,谜语,mí yǔ,riddle
5,密切,mì qiè,close
5,蜜蜂,mì fēng,bee
5,秘密,mì mì,secret
5,秘书,mì shū,secretary
5,棉花,mián hua,cotton
5,面对,miàn duì,to confront
5,面积,miàn ji,area (of a floor
5,面临,miàn lín,to face sth
5,描写,miáo xiě,to describe
5,苗条,miáo tiáo,slim
5,秒,miǎo,second (of time)
5,民主,mín zhǔ,democracy
5,明确,míng què,clear-cut
5,明显,míng xiǎn,clear
5,明信片,míng xìn piàn,postcard
5,明星,míng xīng,star
5,名牌,míng pái,famous brand
5,名片,míng piàn,(business) card
5,名胜,míng shèng,a place famous for its scenery or historical relics
5,命令,mìng lìng,order
5,命运,mìng yùn,fate
5,摸,mō,to feel with the hand
5,摩托车,mó tuō chē,motorbike
5,模仿,mó fǎng,to imitate
5,模糊,mó hu,vague
5,陌生,mò shēng,strange
5,某,mǒu,some
5,目标,mù biāo,target
5,目录,mù lù,catalog
5,目前,mù qián,at the present time
5,木头,mù tou,slow-witted
5,哪怕,nǎ pà,even
5,难怪,nán guài,(it's) no wonder (that...)
5,难看,nán kàn,ugly
5,脑袋,nǎo dài,head
5,内科,nèi kē,internal medicine
5,嫩,nèn,tender
5,能干,néng gàn,capable
5,能源,néng yuán,energy
5,年代,nián dài,a decade of a century (e.g. the Sixties)
5,年纪,nián jì,age
5,念,niàn,to read
5,宁可,nìng kě,preferably
5,牛仔裤,niú zǎi kù,jeans
5,浓,nóng,concentrated
5,农民,nóng mín,peasant
5,农业,nóng yè,agriculture
5,女士,nǚ shì,lady
5,偶然,ǒu rán,incidentally
5,拍,pāi,to pat
5,排队,pái duì,to line up
5,排球,pái qiú,volleyball
5,派,pài,clique
5,盼望,pàn wàng,to hope for
5,赔偿,péi cháng,to compensate
5,培养,péi yǎng,to cultivate
5,配合,pèi hé,matching
5,佩服,pèi fú,to admire
5,盆,pén,basin
5,碰见,pèng jiàn,to run into
5,披,pī,to drape over one's shoulders
5,批,pī,to ascertain
5,批准,pī zhǔn,to approve
5,疲劳,pí láo,fatigue
5,皮鞋,pí xié,leather shoes
5,匹,pǐ,classifier for horses
5,片,piàn,thin piece
5,片面,piàn miàn,unilateral
5,飘,piāo,to float
5,频道,pín dào,frequency
5,品种,pǐn zhǒng,breed
5,凭,píng,to lean against
5,平,píng,flat
5,平常,píng cháng,ordinary
5,平等,píng děng,equal
5,平方,píng fāng,square (as in square foot
5,平衡,píng héng,balance
5,平静,píng jìng,tranquil
5,平均,píng jūn,average
5,评价,píng jià,to evaluate
5,破产,pò chǎn,to go bankrupt
5,破坏,pò huài,destruction
5,迫切,pò qiè,urgent
5,朴素,pǔ sù,plain and simple
5,期待,qī dài,to look forward to
5,期间,qī jiān,period of time
5,其余,qí yú,the rest
5,奇迹,qí jì,miracle
5,启发,qǐ fā,to enlighten
5,企图,qǐ tú,to attempt
5,企业,qǐ yè,company
5,气氛,qì fēn,atmosphere
5,汽油,qì yóu,gasoline
5,牵,qiān,to pull (an animal on a tether)
5,签字,qiān zì,to sign (a signature)
5,谦虚,qiān xū,modest
5,前途,qián tú,prospects
5,浅,qiǎn,shallow
5,欠,qiàn,deficient
5,枪,qiāng,gun
5,强调,qiáng diào,to emphasize (a statement)
5,强烈,qiáng liè,intense
5,抢,qiǎng,to fight over
5,悄悄,qiāo qiāo,quietly
5,瞧,qiáo,to look at
5,巧妙,qiǎo miào,ingenious
5,切,qiē,to cut
5,亲爱,qīn ài,dear
5,亲切,qīn qiè,amiable
5,亲自,qīn zì,personally
5,侵略,qīn lvè,invasion
5,勤奋,qín fèn,hardworking
5,勤劳,qín láo,hardworking
5,青,qīng,nature's color
5,青春,qīng chūn,youth
5,青少年,qīng shào nián,adolescent
5,轻视,qīng shì,contempt
5,清淡,qīng dàn,light (of food
5,情景,qíng jǐng,scene
5,情绪,qíng xù,mood
5,请求,qǐng qiú,request
5,庆祝,qìng zhù,to celebrate
5,球迷,qiú mí,soccer fan
5,趋势,qū shì,trend
5,娶,qǔ,to take a wife
5,取消,qǔ xiāo,to cancel
5,去世,qù shì,to pass away
5,圈,quān,circle
5,全面,quán miàn,all-around
5,权力,quán lì,power
5,权利,quán lì,power
5,劝,quàn,to advise
5,缺乏,quē fá,shortage
5,确定,què dìng,definite
5,确认,què rèn,to confirm
5,燃烧,rán shāo,to ignite
5,嚷,rǎng,blurt out
5,绕,rào,to wind
5,热爱,rè ài,to love ardently
5,热烈,rè liè,warm (welcome etc)
5,热心,rè xīn,enthusiasm
5,人才,rén cái,a person's talent
5,人口,rén kǒu,population
5,人类,rén lèi,humanity
5,人生,rén shēng,life (one's time on earth)
5,人事,rén shì,human affairs
5,人物,rén wù,person
5,人员,rén yuán,staff
5,忍不住,rěn bu zhù,cannot help
5,日常,rì cháng,daily
5,日程,rì chéng,schedule
5,日历,rì lì,calendar
5,日期,rì qī,date
5,日用品,rì yòng pǐn,articles for daily use
5,融化,róng huà,to melt
5,荣幸,róng xìng,honored
5,荣誉,róng yù,honor
5,如何,rú hé,how
5,如今,rú jīn,nowadays
5,软件,ruǎn jiàn,(computer) software
5,弱,ruò,weak
5,洒,sǎ,to sprinkle
5,嗓子,sǎng zi,throat
5,杀,shā,to kill
5,沙漠,shā mò,desert
5,沙滩,shā tān,beach
5,傻,shǎ,foolish
5,晒,shài,to dry in the sun
5,删除,shān chú,to delete
5,闪电,shǎn diàn,lightning
5,善良,shàn liáng,good and honest
5,善于,shàn yú,to be good at
5,扇子,shān zi,fan
5,商品,shāng pǐn,good
5,商业,shāng yè,business
5,上当,shàng dàng,taken in (by sb's deceit)
5,勺子,sháo zi,scoop
5,蛇,shé,snake
5,舌头,shé tou,tongue
5,舍不得,shě bu de,to hate to do sth
5,设备,shè bèi,equipment
5,设计,shè jì,plan
5,设施,shè shī,facilities
5,射击,shè jī,to shoot
5,摄影,shè yǐng,to take a photograph
5,伸,shēn,to stretch
5,深刻,shēn kè,profound
5,身材,shēn cái,stature
5,身份,shēn fèn,identity
5,神话,shén huà,legend
5,神经,shén jīng,nerve
5,神秘,shén mì,mysterious
5,升,shēng,variant of 升[shēng]
5,生产,shēng chǎn,childbirth
5,生动,shēng dòng,vivid
5,声调,shēng diào,tone
5,绳子,shéng zi,cord
5,省略,shěng lvè,to leave out
5,胜利,shèng lì,victory
5,诗,shī,poem
5,失眠,shī mián,to suffer from insomnia
5,失去,shī qù,to lose
5,失业,shī yè,unemployment
5,时代,shí dài,age
5,时刻,shí kè,moment
5,时髦,shí máo,in vogue
5,时期,shí qī,period
5,时尚,shí shàng,fashion
5,实话,shí huà,truth
5,实践,shí jiàn,to practice
5,实习,shí xí,to practice
5,实现,shí xiàn,to achieve
5,实行,shí xíng,to implement
5,实验,shí yàn,experiment
5,实用,shí yòng,practical
5,食物,shí wù,food
5,石头,shí tou,stone
5,使劲儿,shǐ jìn ér,Rearing
5,始终,shǐ zhōng,from beginning to end
5,是否,shì fǒu,whether (or not)
5,试卷,shì juàn,examination paper
5,士兵,shì bīng,soldier
5,似的,shì de,seems as if
5,事实,shì shí,fact
5,事物,shì wù,thing
5,事先,shì xiān,in advance
5,收获,shōu huò,to harvest
5,收据,shōu jù,receipt
5,手工,shǒu gōng,handwork
5,手术,shǒu shù,(surgical) operation
5,手套,shǒu tào,glove
5,手续,shǒu xù,procedure
5,手指,shǒu zhǐ,finger
5,受伤,shòu shāng,to sustain injuries
5,寿命,shòu mìng,life span
5,书架,shū jià,bookshelf
5,输入,shū rù,to import
5,蔬菜,shū cài,vegetables
5,舒适,shū shì,cozy
5,梳子,shū zi,comb
5,熟练,shú liàn,practiced
5,鼠标,shǔ biāo,mouse (computing)
5,属于,shǔ yú,to be classified as
5,数据,shù jù,data
5,数码,shù mǎ,number
5,摔,shuāi,to throw down
5,甩,shuǎi,to throw
5,双方,shuāng fāng,bilateral
5,税,shuì,taxes
5,说不定,shuō bu dìng,can't say for sure
5,说服,shuō fú,to persuade
5,撕,sī,to tear
5,丝绸,sī chóu,silk cloth
5,丝毫,sī háo,the slightest amount or degree
5,思考,sī kǎo,to reflect on
5,思想,sī xiǎng,thought
5,私人,sī rén,private
5,似乎,sì hū,apparently
5,寺庙,sì miào,temple
5,宿舍,sù shè,dormitory
5,随时,suí shí,at any time
5,碎,suì,to break down
5,损失,sǔn shī,loss
5,缩短,suō duǎn,to curtail
5,缩小,suō xiǎo,to reduce
5,锁,suǒ,to lock up
5,所,suǒ,actually
5,所谓,suǒ wèi,so-called
5,塔,tǎ,pagoda
5,台阶,tái jiē,steps
5,太极拳,tài jí quán,shadowboxing or Taiji
5,太太,tài tai,married woman
5,谈判,tán pàn,to negotiate
5,坦率,tǎn shuài,frank (discussion)
5,烫,tàng,to scald
5,桃,táo,peach
5,逃,táo,to escape
5,逃避,táo bì,to escape
5,套,tào,cover
5,特殊,tè shū,special
5,特意,tè yì,specially
5,特征,tè zhēng,characteristic
5,疼爱,téng ài,to love dearly
5,提,tí,to carry (hanging down from the hand)
5,提倡,tí chàng,to promote
5,提纲,tí gāng,the key point
5,提问,tí wèn,to question
5,题目,tí mù,subject
5,体会,tǐ huì,to know from experience
5,体积,tǐ jī,volume
5,体贴,tǐ tiē,considerate (of other people's needs)
5,体现,tǐ xiàn,to embody
5,体验,tǐ yàn,to experience for oneself
5,天空,tiān kōng,sky
5,天真,tiān zhēn,naive
5,田野,tián yě,field
5,调皮,tiáo pí,naughty
5,调整,tiáo zhěng,to adjust
5,挑战,tiǎo zhàn,to challenge
5,通常,tōng cháng,regular
5,通讯,tōng xùn,communications
5,铜,tóng,copper (chemistry)
5,同时,tóng shí,at the same time
5,统一,tǒng yī,to unify
5,统治,tǒng zhì,to rule (a country)
5,痛苦,tòng kǔ,pain
5,痛快,tòng kuài,overjoyed
5,投资,tóu zī,investment
5,透明,tòu míng,transparent
5,突出,tū chū,prominent
5,土地,tǔ dì,land
5,土豆,tǔ dòu,potato
5,吐,tù,to vomit
5,兔子,tù zi,hare
5,团,tuán,dumpling
5,推辞,tuī cí,to decline (an appointment
5,推广,tuī guǎng,to extend
5,推荐,tuī jiàn,to recommend
5,退,tuì,to retreat
5,退步,tuì bù,to do less well than before
5,退休,tuì xiū,to retire
5,歪,wāi,askew
5,外交,wài jiāo,diplomacy
5,弯,wān,bend
5,完美,wán měi,perfect
5,完善,wán shàn,perfect
5,完整,wán zhěng,complete
5,玩具,wán jù,plaything
5,万一,wàn yī,just in case
5,王子,wáng zǐ,prince
5,往返,wǎng fǎn,to go back and forth
5,微笑,wēi xiào,smile
5,威胁,wēi xié,to threaten
5,危害,wēi hài,to jeopardize
5,违反,wéi fǎn,to violate (a law)
5,维护,wéi hù,to defend
5,围巾,wéi jīn,scarf
5,围绕,wéi rào,to revolve around
5,唯一,wéi yī,only
5,尾巴,wěi ba,tail
5,伟大,wěi dà,great
5,委屈,wěi qu,to feel wronged
5,委托,wěi tuō,to entrust
5,胃,wèi,stomach
5,位置,wèi zhi,position
5,未必,wèi bì,not necessarily
5,未来,wèi lái,future
5,卫生间,wèi shēng jiān,bathroom
5,温暖,wēn nuǎn,warm
5,温柔,wēn róu,gentle and soft
5,闻,wén,to hear
5,文件,wén jiàn,document
5,文具,wén jù,stationery
5,文明,wén míng,civilized
5,文学,wén xué,literature
5,吻,wěn,kiss
5,稳定,wěn dìng,steady
5,问候,wèn hòu,to give one's respects
5,卧室,wò shì,bedroom
5,屋子,wū zi,house
5,无奈,wú nài,helpless
5,无数,wú shù,countless
5,武器,wǔ qì,weapon
5,武术,wǔ shù,military skill or technique (in former times)
5,雾,wù,fog
5,物理,wù lǐ,physics
5,物质,wù zhì,matter
5,吸收,xī shōu,to absorb
5,系,xì,to connect
5,系统,xì tǒng,system
5,细节,xì jié,details
5,戏剧,xì jù,drama
5,瞎,xiā,blind
5,吓,xià,to frighten
5,下载,xià zǎi,to download
5,鲜艳,xiān yàn,bright-colored
5,显得,xiǎn de,to seem
5,显然,xiǎn rán,clear
5,显示,xiǎn shì,to show
5,县,xiàn,county
5,现金,xiàn jīn,cash
5,现实,xiàn shí,reality
5,现象,xiàn xiàng,appearance
5,相处,xiāng chǔ,to be in contact with
5,相当,xiāng dāng,equivalent to
5,相对,xiāng duì,relatively
5,相关,xiāng guān,to be interrelated
5,相似,xiāng sì,to resemble
5,想念,xiǎng niàn,to miss
5,想象,xiǎng xiàng,to imagine
5,享受,xiǎng shòu,to enjoy
5,项,xiàng,back of neck
5,项链,xiàng liàn,necklace
5,项目,xiàng mù,item
5,橡皮,xiàng pí,rubber
5,象棋,xiàng qí,Chinese chess
5,象征,xiàng zhēng,emblem
5,消费,xiāo fèi,to consume
5,消化,xiāo huà,to digest
5,消灭,xiāo miè,to put an end to
5,消失,xiāo shī,to disappear
5,销售,xiāo shòu,to sell
5,小吃,xiǎo chī,snack
5,小伙子,xiǎo huǒ zi,young man
5,小麦,xiǎo mài,wheat
5,小气,xiǎo qì,stingy
5,小偷,xiǎo tōu,thief
5,效率,xiào lǜ,efficiency
5,孝顺,xiào shùn,filial piety
5,歇,xiē,to rest
5,斜,xié,inclined
5,协调,xié tiáo,to coordinate
5,心理,xīn lǐ,mental
5,心脏,xīn zàng,heart
5,欣赏,xīn shǎng,to appreciate
5,信封,xìn fēng,envelope
5,信号,xìn hào,signal
5,信息,xìn xī,information
5,行动,xíng dòng,operation
5,行人,xíng rén,pedestrian
5,行为,xíng wéi,action
5,形成,xíng chéng,to form
5,形容,xíng róng,to describe
5,形式,xíng shì,form
5,形势,xíng shì,circumstances
5,形象,xíng xiàng,image
5,形状,xíng zhuàng,form
5,性质,xìng zhì,nature
5,幸亏,xìng kuī,fortunately
5,幸运,xìng yùn,fortunate
5,胸,xiōng,chest
5,兄弟,xiōng dì,brothers
5,雄伟,xióng wěi,grand
5,修改,xiū gǎi,to amend
5,休闲,xiū xián,leisure
5,虚心,xū xīn,modest
5,叙述,xù shù,to relate (a story or information)
5,宣布,xuān bù,to declare
5,宣传,xuān chuán,to disseminate
5,选举,xuǎn jǔ,to elect
5,学期,xué qī,term
5,学术,xué shù,learning
5,学问,xué wèn,learning
5,寻找,xún zhǎo,to seek
5,询问,xún wèn,to inquire
5,训练,xùn liàn,to train
5,迅速,xùn sù,rapid
5,延长,yán cháng,to prolong
5,严肃,yán sù,solemn
5,宴会,yàn huì,banquet
5,阳台,yáng tái,balcony
5,痒,yǎng,to itch
5,样式,yàng shì,type
5,腰,yāo,waist
5,摇,yáo,to shake
5,咬,yǎo,to bite
5,要不,yào bù,otherwise
5,要是,yào shi,if
5,夜,yè,night
5,液体,yè tǐ,liquid
5,业务,yè wù,business
5,业余,yè yú,spare time
5,依然,yī rán,still
5,一辈子,yī bèi zi,(for) a lifetime
5,一旦,yī dàn,in case (sth happens)
5,一路,yī lù,the whole journey
5,一致,yī zhì,unanimous
5,遗憾,yí hàn,regret
5,移动,yí dòng,to move
5,移民,yí mín,to immigrate
5,疑问,yí wèn,question
5,乙,yǐ,second of 10 heavenly stems 十天干
5,以及,yǐ jí,as well as
5,以来,yǐ lái,since (a previous event)
5,意外,yì wài,unexpected
5,意义,yì yì,sense
5,议论,yì lùn,to comment
5,义务,yì wù,duty
5,因而,yīn ér,therefore
5,因素,yīn sù,element
5,银,yín,silver
5,英俊,yīng jùn,handsome
5,英雄,yīng xióng,hero
5,迎接,yíng jiē,to meet
5,营养,yíng yǎng,nutrition
5,营业,yíng yè,to do business
5,影子,yǐng zi,shadow
5,硬币,yìng bì,coin
5,硬件,yìng jiàn,hardware
5,应付,yìng fu,to deal with
5,应聘,yìng pìn,to accept a job offer
5,应用,yìng yòng,to use
5,拥抱,yōng bào,to embrace
5,拥挤,yōng jǐ,crowded
5,勇气,yǒng qì,courage
5,用途,yòng tú,use
5,优惠,yōu huì,preferential
5,优美,yōu měi,graceful
5,优势,yōu shì,superiority
5,悠久,yōu jiǔ,established
5,邮局,yóu jú,post office
5,游览,yóu lǎn,to go sight-seeing
5,油炸,yóu zhá,to deep fry
5,犹豫,yóu yù,to hesitate
5,有利,yǒu lì,advantageous
5,幼儿园,yòu ér yuán,kindergarten
5,娱乐,yú lè,to entertain
5,与其,yǔ qí,rather than...
5,语气,yǔ qì,tone
5,宇宙,yǔ zhòu,universe
5,预报,yù bào,forecast
5,预订,yù dìng,to place an order
5,预防,yù fáng,to prevent
5,玉米,yù mǐ,corn
5,元旦,yuán dàn,New Year's Day
5,原料,yuán liào,raw material
5,原则,yuán zé,principle
5,缘故,yuán gù,reason
5,愿望,yuàn wàng,desire
5,晕,yūn,confused
5,运气,yùn qi,luck (good or bad)
5,运输,yùn shū,transport
5,运用,yùn yòng,to use
5,灾害,zāi hài,disastrous damage
5,再三,zài sān,over and over again
5,赞成,zàn chéng,to approve
5,赞美,zàn měi,to admire
5,糟糕,zāo gāo,too bad
5,造成,zào chéng,to bring about
5,则,zé,conjunction used to express contrast with a previous sentence or clause
5,责备,zé bèi,to blame
5,摘,zhāi,to take
5,粘贴,zhān tiē,to stick
5,展开,zhǎn kāi,to unfold
5,展览,zhǎn lǎn,to put on display
5,战争,zhàn zhēng,war
5,占线,zhàn xiàn,busy (telephone line)
5,涨,zhǎng,to rise (of prices
5,掌握,zhǎng wò,to grasp (often fig.)
5,账户,zhàng hù,bank account
5,招待,zhāo dài,to receive (guests)
5,着凉,zháo liáng,to catch cold
5,照常,zhào cháng,(business etc) as usual
5,召开,zhào kāi,to convene (a conference or meeting)
5,哲学,zhé xué,philosophy
5,真理,zhēn lǐ,truth
5,真实,zhēn shí,true
5,针对,zhēn duì,to be directed against
5,珍惜,zhēn xī,to treasure
5,诊断,zhěn duàn,diagnosis
5,枕头,zhěn tou,pillow
5,阵,zhèn,disposition of troops
5,振动,zhèn dòng,vibration
5,睁,zhēng,to open (one's eyes)
5,争论,zhēng lùn,to argue
5,争取,zhēng qǔ,to fight for
5,征求,zhēng qiú,to solicit
5,整个,zhěng gè,whole
5,整体,zhěng tǐ,whole entity
5,正,zhèng,just (right)
5,政策,zhèng cè,policy
5,政府,zhèng fǔ,government
5,政治,zhèng zhì,politics
5,证件,zhèng jiàn,paperwork
5,证据,zhèng jù,evidence
5,挣钱,zhèng qián,to make money
5,支,zhī,to support
5,支票,zhī piào,check (bank)
5,直,zhí,straight
5,执行,zhí xíng,to implement
5,执照,zhí zhào,a license
5,指导,zhǐ dǎo,to guide
5,指挥,zhǐ huī,to conduct
5,制定,zhì dìng,to draw up
5,制度,zhì dù,system (e.g. political
5,制作,zhì zuò,to make
5,智慧,zhì huì,wisdom
5,至今,zhì jīn,so far
5,至于,zhì yú,as for
5,治疗,zhì liáo,to treat
5,志愿者,zhì yuàn zhě,volunteer
5,秩序,zhì xù,order (orderly)
5,钟,zhōng,clock
5,中介,zhōng jiè,to act as intermediary
5,中心,zhōng xīn,center
5,中旬,zhōng xún,middle third of a month
5,重,zhòng,heavy
5,重量,zhòng liàng,weight
5,周到,zhōu dao,thoughtful
5,逐步,zhú bù,progressively
5,竹子,zhú zi,bamboo
5,煮,zhǔ,to cook
5,主持,zhǔ chí,to take charge of
5,主观,zhǔ guān,subjective
5,主人,zhǔ rén,master
5,主席,zhǔ xí,chairperson
5,主张,zhǔ zhāng,to advocate
5,嘱咐,zhǔ fù,to tell
5,祝福,zhù fú,blessings
5,注册,zhù cè,to register
5,抓紧,zhuā jǐn,to grasp firmly
5,专家,zhuān jiā,expert
5,专心,zhuān xīn,to concentrate
5,转变,zhuǎn biàn,to change
5,转告,zhuǎn gào,to pass on
5,装,zhuāng,adornment
5,装饰,zhuāng shì,to decorate
5,状况,zhuàng kuàng,condition
5,状态,zhuàng tài,state of affairs
5,追求,zhuī qiú,to pursue (a goal etc) stubbornly
5,资格,zī gé,qualifications
5,资金,zī jīn,funds
5,资料,zī liào,material
5,资源,zī yuán,natural resource (such as water or minerals)
5,姿势,zī shì,posture
5,咨询,zī xún,to consult
5,紫,zǐ,purple
5,字幕,zì mù,caption
5,自从,zì cóng,since (a time)
5,自动,zì dòng,automatic
5,自豪,zì háo,(feel a sense of) pride
5,自觉,zì jué,conscious
5,自私,zì sī,selfish
5,自信,zì xìn,to have confidence in oneself
5,自由,zì yóu,freedom
5,自愿,zì yuàn,voluntary
5,综合,zōng hé,comprehensive
5,宗教,zōng jiào,religion
5,总裁,zǒng cái,chairman
5,总共,zǒng gòng,altogether
5,总理,zǒng lǐ,premier
5,总算,zǒng suàn,at long last
5,总统,zǒng tǒng,president (of a country)
5,总之,zǒng zhī,in a word
5,组合,zǔ hé,to assemble
5,阻止,zǔ zhǐ,to prevent
5,祖国,zǔ guó,ancestral land CL:個|个[gè]
5,祖先,zǔ xiān,ancestor
5,醉,zuì,intoxicated
5,最初,zuì chū,first
5,罪犯,zuì fàn,criminal
5,尊敬,zūn jìng,respect
5,遵守,zūn shǒu,to comply with
5,作品,zuò pǐn,work (of art)
5,作为,zuò wéi,one's conduct
5,作文,zuò wén,to write an essay
5,安慰,ān wèi,to comfort ◆ to console ◆ CL:個|个[ge4]
5,安,Ān,surname An
5,安,ān,(bound form) calm; peaceful ◆ to calm; to set at ease ◆ safe; secure; in good health ◆ content; satisfied (as in 安於|安于[an1 yu2]) ◆ to place (sb) in a suitable position (job) ◆ to install; to fix; to fit ◆ to bring (a charge against sb) ◆ to harbor (certain intentions) ◆ ampere (abbr. for 安培[an1 pei2])
6,哎哟,āi yō,hey
6,挨,ái,to suffer
6,癌症,ái zhèng,cancer
6,爱不释手,ài bù shì shǒu,to love sth too much to part with it (idiom)
6,爱戴,ài dài,to love and respect
6,暧昧,ài mèi,vague
6,安居乐业,ān jū lè yè,live in peace and work happily (idiom)
6,安宁,ān níng,peaceful
6,安详,ān xiáng,serene
6,安置,ān zhì,to find a place for
6,暗示,àn shì,to hint
6,案件,àn jiàn,law case
6,案例,àn lì,case (law)
6,按摩,àn mó,massage
6,昂贵,áng guì,expensive
6,凹凸,āo tū,bumpy
6,熬,áo,to cook on a slow fire
6,奥秘,ào mì,secret
6,扒,bā,to hold on to
6,疤,bā,scar
6,巴不得,bā bù dé,to be eager for
6,巴结,bā jie,to fawn on
6,拔苗助长,bá miáo zhù zhǎng,to spoil things through excessive enthusiasm (idiom)
6,把关,bǎ guān,to guard a pass
6,把手,bǎ shǒu,handle
6,把戏,bǎ xì,acrobatics
6,霸道,bà dào,the Way of the Hegemon
6,罢工,bà gōng,a strike
6,掰,bāi,to break with both hands
6,百分点,bǎi fēn diǎn,percentage point
6,摆脱,bǎi tuō,to break away from
6,拜访,bài fǎng,to pay a visit
6,拜年,bài nián,pay a New Year call
6,拜托,bài tuō,to request sb to do sth
6,败坏,bài huài,to ruin
6,颁布,bān bù,to issue
6,颁发,bān fā,to issue
6,斑纹,bān wén,stripe
6,版本,bǎn běn,version
6,半途而废,bàn tú ér fèi,to give up halfway (idiom); leave sth unfinished
6,伴侣,bàn lǚ,companion
6,伴随,bàn suí,to accompany
6,扮演,bàn yǎn,to play the role of
6,绑架,bǎng jià,to kidnap
6,榜样,bǎng yàng,example
6,磅,bàng,see 磅秤 scale
6,包庇,bāo bì,to shield
6,包袱,bāo fu,cloth-wrapper
6,包围,bāo wéi,to surround
6,包装,bāo zhuāng,to pack
6,饱和,bǎo hé,saturation
6,饱经沧桑,bǎo jīng cāng sāng,having lived through many changes
6,保管,bǎo guǎn,to assure
6,保密,bǎo mì,to keep sth confidential
6,保姆,bǎo mǔ,nanny
6,保守,bǎo shǒu,(politically) conservative
6,保卫,bǎo wèi,to defend
6,保养,bǎo yǎng,to take good care of (or conserve) one's health
6,保障,bǎo zhàng,to ensure
6,保重,bǎo zhòng,to take care of oneself
6,抱负,bào fù,aspiration
6,抱怨,bào yuàn,to complain
6,报仇,bào chóu,to take revenge
6,报酬,bào chóu,reward
6,报答,bào dá,to repay
6,报到,bào dào,to report for duty
6,报复,bào fù,to make reprisals
6,报社,bào shè,general office of a newspaper
6,报销,bào xiāo,to submit an expense account
6,爆发,bào fā,to break out
6,爆炸,bào zhà,explosion
6,曝光,bào guāng,light meter
6,暴力,bào lì,violence
6,暴露,bào lù,to expose
6,悲哀,bēi āi,grieved
6,悲惨,bēi cǎn,miserable
6,卑鄙,bēi bǐ,base
6,北极,běi jí,the North Pole
6,被动,bèi dòng,passive
6,被告,bèi gào,defendant
6,背叛,bèi pàn,to betray
6,背诵,bèi sòng,recite
6,备份,bèi fèn,backup
6,备忘录,bèi wàng lù,memorandum
6,贝壳,bèi ké,shell
6,奔波,bēn bō,to rush about
6,奔驰,bēn chí,to run quickly
6,本能,běn néng,instinct
6,本钱,běn qián,capital
6,本人,běn rén,the person himself
6,本身,běn shēn,itself
6,本事,běn shi,ability
6,本着,běn zhe,based on...
6,笨拙,bèn zhuō,clumsy
6,崩溃,bēng kuì,to collapse
6,甭,béng,need not
6,蹦,bèng,to jump
6,迸发,bèng fā,to burst forth
6,逼迫,bī pò,to force
6,鼻涕,bí tì,nasal mucus
6,比方,bǐ fang,analogy
6,比喻,bǐ yù,to compare
6,比重,bǐ zhòng,proportion
6,臂,bì,arm
6,弊病,bì bìng,malady
6,弊端,bì duān,malpractice
6,必定,bì dìng,be bound to
6,闭塞,bì sè,to stop up
6,碧玉,bì yù,jasper
6,鞭策,biān cè,to spur on
6,编织,biān zhī,to weave
6,边疆,biān jiāng,border area
6,边界,biān jiè,boundary
6,边境,biān jìng,frontier
6,边缘,biān yuán,edge
6,扁,biǎn,flat
6,贬低,biǎn dī,to belittle
